brand_id,brand_name,brand_page_link,created_at,updated_at
1d49b0c0-abeb-4eee-b0c6-a447667aeb94,Dr. Jart+,https://www.sephora.com/brand/dr-jart,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
7ef3686c-41ed-43f0-bec1-c5b9aa24d7f6,Drunk Elephant,https://www.sephora.com/brand/drunk-elephant,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
3840b28c-60f2-4e7b-b103-d553a5945cb2,Drybar,https://www.sephora.com/brand/drybar,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
a1ed728c-5c7e-4657-8b0e-e6683988b40e,DUO,https://www.sephora.com/brand/duo,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
025cfe0f-ab92-46cd-a09a-e3cb093845da,Dyson,https://www.sephora.com/brand/dyson,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
b3faead8-31ef-4804-9281-5c25169d305b,EADEM,https://www.sephora.com/brand/eadem,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
91fea944-b84a-49a0-9612-a0eb2385b2e2,Eight & Bob,https://www.sephora.com/brand/eight-bob,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
4a70053f-6b97-41bf-8ab2-c7ed1b38ed4e,Elemis,https://www.sephora.com/brand/elemis,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
36a7f4db-2908-4f45-99f2-920a224b26a1,Ellis Brooklyn,https://www.sephora.com/brand/ellis-brooklyn,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
b48daa1e-309c-4784-b34f-dfd5171040a4,Estée Lauder,https://www.sephora.com/brand/estee-lauder,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
c03a0203-9923-4d75-83f4-ea2bd77779b5,Fable & Mane,https://www.sephora.com/brand/fable-mane,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
ce587bc7-87b0-42f6-99db-3f574c00b28d,FaceGym,https://www.sephora.com/brand/facegym,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
08fa0293-3eee-4f19-868b-3402b54323b0,Farmacy,https://www.sephora.com/brand/farmacy,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
14d87024-ea89-41a4-afc4-a984991c6b3a,Fashion Fair,https://www.sephora.com/brand/fashion-fair,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
a8bf95a6-c32d-484d-8d60-5dbc471d48ee,Fenty Beauty by Rihanna,https://www.sephora.com/brand/fenty-beauty-rihanna,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
